id,name,point
344397,McDonald's,POINT(3.713679100000018 51.1016192996932)
417414,Chaussea,POINT(5.097119036463704 50.49217139920948)
417416,Chaussea,POINT(4.255932100000002 51.21397339998085)
417419,Chaussea,POINT(4.363673000000015 51.32953289998086)
417424,Chaussea,POINT(3.2141313280965473 51.222062164964655)
417425,Chaussea,POINT(3.2348996000000163 51.15044849969331)
417429,Chaussea,POINT(4.141025369768572 50.98385605795336)
417431,Chaussea,POINT(2.8726170000000018 51.03379099969304)
417433,Chaussea,POINT(4.475327804997622 51.45579116817921)
417434,Chaussea,POINT(4.694998873800139 50.56855714844478)
417435,Chaussea,POINT(5.460522900000018 50.96193779969286)
417436,Chaussea,POINT(4.230024000000001 50.73322259969235)
417437,Chaussea,POINT(4.762088638313898 51.414532218677095)
417438,Chaussea,POINT(2.8728292822450427 50.85287409485831)
417444,Chaussea,POINT(5.316909357591508 51.221072740798164)
417445,Chaussea,POINT(5.3440103000000105 50.2338933996913)
417446,Chaussea,POINT(4.47373991917509 50.99396489281173)
417447,Chaussea,POINT(3.873610790571167 50.41411556730285)
417452,Chaussea,POINT(4.535658300000005 50.19557889998072)
417454,Chaussea,POINT(3.1204644999999998 50.970201099980784)
417456,Chaussea,POINT(5.196024003501347 50.81336167761873)
417459,Chaussea,POINT(4.949848399999981 50.806423799692496)
417461,Chaussea,POINT(4.922953196343254 51.307836866058025)
417464,Chaussea,POINT(4.939301465427364 51.132028060710454)
417466,Chaussea,POINT(3.824162900000001 51.19778249969342)
417467,Chaussea,POINT(4.705603999999983 51.250118199693546)
417470,Mano,POINT(4.034497399999997 50.93838699969282)
417472,Mano,POINT(4.372831600000007 50.688035999692254)
23862,Mano,POINT(3.7213209632516873 51.051725252422145)
23886,Mano,POINT(2.916848375589055 51.23209891864968)
23912,Mano,POINT(3.1271277802343027 50.946869012855686)
24581,Mano,POINT(4.3567425309948495 50.853791491889254)
24709,Mano,POINT(3.2624957020202983 50.84581161537878)
25078,Mano,POINT(4.865263399999988 50.4667774996918)
417499,Proxy Delhaize,POINT(5.703199284332043 51.08757777647429)
417501,Spar,POINT(4.134635100000015 50.852034499980775)
417506,Shop & Go Delhaize,POINT(5.569681786636872 50.625452766433504)
417578,Esso,POINT(4.363429299999995 50.82360289969256)
417579,Esso,POINT(4.595470272223478 50.95531665050649)
417580,Esso,POINT(4.527083475798704 50.83480535533822)
417581,Esso,POINT(4.6950194508280845 51.06941415012828)
417582,Esso,POINT(4.623129963089628 50.89673822597196)
417583,Esso,POINT(4.448272118309609 50.76534589520026)
417585,Esso,POINT(4.733049500000011 51.07346639969314)
417586,Esso,POINT(4.729796200000016 51.194713199693425)
417587,Esso,POINT(4.481410699999988 50.73150469969235)
417589,Esso,POINT(4.675634099999999 50.87533729969266)
417590,Esso,POINT(4.658533036708832 50.85225865568764)
417591,Esso,POINT(4.658026843809529 50.85402424624456)
417592,Esso,POINT(4.715524499999986 50.913716999995195)
417593,Esso,POINT(4.818812899999982 51.119527199995204)
417595,Esso,POINT(4.821137300000018 50.98004769969292)
417598,Esso,POINT(4.5785354299837255 50.716906350907045)
417600,Esso,POINT(4.610284499999984 50.71400549969233)
417601,Esso,POINT(4.800828600000004 51.34745439969376)
417602,Esso,POINT(4.87105268758643 51.2913423918602)
417603,Esso,POINT(4.872317499999994 51.29276029969364)
417604,Esso,POINT(4.871510893772704 50.90481033715638)
417605,Esso,POINT(4.9120600857073295 51.222071390203666)
417606,Esso,POINT(4.862835711973707 51.348378227348604)
417608,Esso,POINT(4.923260199999984 51.31255569969369)
417609,Esso,POINT(4.993479083158353 51.157208512912725)
417610,Esso,POINT(4.948763086397752 51.31349152163535)
417611,Esso,POINT(4.8288030999999965 50.732507399692345)
417616,Esso,POINT(4.107963540697517 50.40093093703134)
417618,Esso,POINT(4.180271600000016 50.448847899691756)
417619,Esso,POINT(4.234416400000001 50.50204029969186)
417620,Esso,POINT(4.199153780937195 50.41002006694523)
417621,Esso,POINT(4.245764999999979 50.45096099999519)
417622,Esso,POINT(4.267129004001617 50.33778893614063)
417623,Esso,POINT(5.9733691000000055 50.66888339998076)
417625,Esso,POINT(5.873843499999993 50.594962399692065)
417626,Esso,POINT(5.743095500000002 50.63305529969217)
417627,Esso,POINT(5.9157518 50.5182816)
417628,Esso,POINT(5.796696799999981 49.68628029969027)
417631,Esso,POINT(5.594255939492919 49.67317403569601)
417634,Esso,POINT(4.828987499999986 50.44875949969174)
417635,Esso,POINT(4.698169799999983 50.57245659969202)
417636,Esso,POINT(4.588175612531067 50.50490843610922)
417637,Esso,POINT(4.607124899999988 50.48095849969183)
417638,Esso,POINT(4.9068921345914 50.47517141519876)
417639,Esso,POINT(4.683894400000006 50.40753349969169)
417640,Esso,POINT(4.590598895057239 50.52808329479001)
417641,Esso,POINT(4.608162557293605 50.43669381594641)
417642,Esso,POINT(4.908344304730004 50.44003027497665)
417643,Esso,POINT(4.533822599999997 50.46336799969179)
417644,Esso,POINT(4.779770199999991 50.63610499969216)
417645,Esso,POINT(4.904799999999998 50.59836089969207)
417647,Esso,POINT(4.94764180000002 50.572602399923)
417648,Esso,POINT(4.531009599999982 50.44230579969175)
417649,Esso,POINT(4.615027918151515 50.63734965349831)
417650,Esso,POINT(4.548967199999989 50.39320939969164)
417651,Esso,POINT(4.970205062535941 50.400509140519745)
417652,Esso,POINT(4.826405699999996 50.673401299692216)
417656,Esso,POINT(4.670302499999988 50.700411899692305)
417673,Louis Delhaize,POINT(4.376483600000016 51.270120399693596)
419850,Base Shop,POINT(5.253085381481139 50.69535285729051)
419851,Base Shop,POINT(4.1862359930214055 50.47562551500005)
419855,Base Shop,POINT(3.2162551000000095 50.74424569969238)
419866,Base Shop,POINT(6.028372000000006 50.42530469969172)
419868,Base Shop,POINT(5.857748905410767 50.59224084409686)
419873,Base Shop,POINT(3.9498600999999933 50.45218219999519)
419882,Orange,POINT(4.393252344366125 51.170378674236694)
294560,Proximus,POINT(5.333086919123584 50.22361841174757)
294595,Proximus,POINT(5.428832000000003 51.218204399693455)
294606,Proximus,POINT(5.802140580430217 50.64514088305994)
294613,Proximus,POINT(5.680291699999995 50.61449619969212)
294616,Proximus,POINT(5.675484578349699 50.47430643448981)
294856,Orange,POINT(5.3652503550061255 49.91642198185775)
294866,Orange,POINT(5.548741993376756 50.56686908480261)
294882,Orange,POINT(4.3666502999999945 50.81645639969255)
294884,Orange,POINT(3.242964500000003 51.21072009999523)
294922,Orange,POINT(4.870730643825391 50.90471781483001)
294946,Orange,POINT(4.405264800000008 51.21812449969343)
297744,Telenet,POINT(4.390110458366643 50.857390788347104)
297745,Telenet,POINT(4.038579499999981 50.9388458999952)
297804,Base Shop,POINT(4.480782470047409 51.026863436419276)
297810,Base Shop,POINT(3.1245542000000137 50.945473099995226)
297817,Telenet,POINT(4.451022621612757 51.17083643923776)
294891,Orange,POINT(5.219849612975492 50.525142992288544)
55865,Proximus,POINT(4.501235656745486 51.221985865714984)
419928,Telenet,POINT(4.325832500000013 50.872717999692654)
419931,Telenet,POINT(4.46516518506686 50.84065095743333)
419934,Colruyt,POINT(4.608023499999998 50.248545699980724)
419964,Chaussea,POINT(4.463270902633667 51.25492537027143)
19261,Alvo,POINT(5.090373199999996 51.06668749969311)
19816,Alvo,POINT(4.47291751070789 51.12849178070011)
22343,Alvo,POINT(3.5656256533289197 51.11543736264137)
22415,Alvo,POINT(3.609713601969685 51.21848190003659)
22460,Alvo,POINT(5.562624992786009 50.663698095592736)
22544,Alvo,POINT(4.352982400000003 50.822930499995195)
203175,Alvo,POINT(3.3321539524939316 51.1304184381673)
296453,Alvo,POINT(3.3272221920548484 50.997947128666446)
296456,Alvo,POINT(4.1738821 51.2913366)
296457,Alvo,POINT(4.148131475452521 51.2603002277198)
296459,Alvo,POINT(5.439196099999999 51.22838549999999)
296462,Alvo,POINT(3.278922369672812 51.18855834151262)
296463,Alvo,POINT(5.3803574873944005 50.863032366133844)
296466,Alvo,POINT(3.060459553248198 50.93979381136618)
296467,Alvo,POINT(5.456411810148274 51.13166082201962)
296468,Alvo,POINT(3.2779772306673127 51.21210560236558)
296471,Alvo,POINT(3.798964199999999 50.9153195)
296473,Alvo,POINT(3.863986099999983 51.024456299995194)
296475,Alvo,POINT(4.006136655807495 51.18586648905378)
296480,Alvo,POINT(3.271653 50.8810681)
296481,Alvo,POINT(3.134685300000015 50.86136999969263)
296484,Alvo,POINT(4.374154200000007 50.791392999995196)
296486,Alvo,POINT(3.4200917 50.9634289)
296491,Alvo,POINT(5.316141043575393 51.02503969054998)
422371,Jumbo,POINT(4.075575199999999 50.88237669999999)
422384,Base Shop,POINT(5.814523700000005 49.683256099690276)
422385,Base Shop,POINT(6.032704849579712 50.63010385969001)
422386,Base Shop,POINT(5.344367099999996 50.22771219969131)
422387,Orange,POINT(3.2692639000000057 50.82708629969255)
422390,Maxi Zoo,POINT(5.547474999999982 50.564127999692005)
422392,Maxi Zoo,POINT(4.365320100000005 50.83431209969257)
422395,Belchicken,POINT(4.456182299999991 51.220409198773865)
422396,McDonald's,POINT(5.298669599999983 51.01139059969297)
422417,Q8,POINT(5.36673410000001 50.795811599692485)
422464,Decorama Verviers,POINT(5.847005756028688 50.590595067824935)
422466,Decorama Marche,POINT(5.314435605440902 50.23247957891414)
422467,Cipac anderlercht,POINT(4.307477328428707 50.81927458006769)
422468,Cipac Anderlecht,POINT(4.3074780786242854 50.8192612355553)
422469,Cipac Wauthier Braine,POINT(4.308560137579513 50.684696548423055)
422470,Cipac Gembloux,POINT(4.706520340358602 50.580040797676006)
422472,Delva Veurne,POINT(2.688691427428582 51.074516558561186)
422491,Brico Mons Castor,POINT(4.307974400000005 50.82991169969257)
422492,H&S Pro Brico,POINT(4.316612860453487 50.8422688194448)
422495,Brico Wemmel,POINT(4.306892761157231 50.90559972831224)
422499,Menopro Pierard ijzerwaren,POINT(5.208004164210142 50.82018749445206)
422500,Menopro Biemar soumagne,POINT(5.7537858476928445 50.63565708604898)
422513,Würth Anderlecht,POINT(4.306569800000015 50.81474169969254)
422514,Würth Nivelles,POINT(4.3600720999999965 50.59608039969206)
422516,Würth Anvers,POINT(4.453376552898025 51.240302846148445)
422519,Würth Boortmeerbeek,POINT(4.541039918833363 50.98829328609513)
422521,Würth Huy,POINT(5.253307491360695 50.53392055011193)
422522,Würth Thimister,POINT(5.877784599999982 50.63739769969215)
422524,Würth Mouscron,POINT(3.245266300000007 50.742584199692374)
422525,Würth Ath,POINT(3.7866850999999935 50.63817699969216)
422526,Würth Kuurne,POINT(3.2685119999999834 50.8468588996926)
422529,Würth Aalter,POINT(3.4345336999999887 51.11168789969321)
422530,Youbuild Brussel,POINT(4.3546021874425 50.86910590925257)
422533,Youbuild Perwez,POINT(4.797931700000002 50.62840589969212)
422534,Youbuild Grâce-Hollogne,POINT(5.503680300000013 50.65534619969218)
422535,Youbuild Quaregnon,POINT(3.868090400000006 50.44923059969177)
422537,Youbuild Moeskroen,POINT(3.2451423999999873 50.74752909969237)
422538,Youbuild Komen,POINT(3.0132925129980226 50.776849902321935)
422540,Youbuild Vandevoorde Wortegem,POINT(3.4796188000000106 50.86467709969263)
422542,Stoquart Garden Sprl,POINT(4.490246554932863 50.715067282869484)
422543,Jardiflore,POINT(5.4084761000000015 50.1868665996912)
422554,Walmat Ramillies,POINT(4.880697200000008 50.620795699692124)
422561,Colora,POINT(5.642216167039525 50.680746068472764)
422562,De Olifant Wommelgem,POINT(4.504525407563696 51.19629644578414)
422563,De Verfgroothandel Hasselt,POINT(5.3617995902574735 50.9242775333759)
422564,De Verfgroothandel Sint-Truiden,POINT(5.196450084374318 50.812691477944995)
422565,Glorieux La Louvière,POINT(4.189435788344252 50.47015818459842)
422568,New Peintura Gozée,POINT(4.3634353000000115 50.359845299691564)
422569,Miniox Rixensart Décoration,POINT(4.513730299999983 50.7203728996923)
422581,Colora,POINT(4.615181600000016 50.69554129969227)
296406,Aldi,POINT(5.459288399662423 51.13243323469733)
296379,Proxy Delhaize,POINT(3.7204167085809914 51.06027047876974)
295599,Oh! Green,POINT(4.630152412798139 50.66842229995397)
295597,Oh! Green,POINT(6.020802000000001 50.18296599969121)
295596,Oh! Green,POINT(4.445920500000007 51.28901509969363)
295595,Oh! Green,POINT(3.3612858999999906 50.60390089969208)
295594,Oh! Green,POINT(4.858798199999987 50.9795057996929)
291982,Lidl,POINT(5.465933355903831 50.76651501624947)
235492,Spar,POINT(5.140912199999996 50.771369799692444)
235488,Spar,POINT(3.486992700000018 51.12918159969324)
235483,Spar,POINT(5.335752500000011 50.803882299692525)
235437,Spar Colruyt Group,POINT(3.79001318417255 50.50452833511028)
235424,Spar Colruyt Group,POINT(5.676639500000009 50.637917199692154)
235416,Spar Colruyt Group,POINT(5.128813900000018 49.901392499690694)
235380,Spar Colruyt Group,POINT(4.6470815000000165 51.39995889969388)
235369,Spar Colruyt Group,POINT(4.105237000000019 50.50204529969186)
235287,Spar Colruyt Group,POINT(5.527017199999982 50.37556779969161)
235270,Spar Colruyt Group,POINT(5.523996199999983 50.477934299691825)
21451,Spar,POINT(5.260088122578784 51.11636652641403)
19154,Spar,POINT(5.240464000000018 50.99311299969295)
18622,Proxy Delhaize,POINT(3.72692268181885 51.0370183308392)
19594,Proxy Delhaize,POINT(5.3935614000000065 51.157004499693315)
20580,Proxy Delhaize,POINT(5.502199721968637 50.092305889693606)
20581,Proxy Delhaize,POINT(4.354275039125222 50.83466809880231)
20679,Proxy Delhaize,POINT(4.362376832430459 50.814311776164104)
20747,Proxy Delhaize,POINT(4.402945961900473 50.84132302103925)
20894,Proxy Delhaize,POINT(5.008394763806359 50.10003424217983)
20921,Lidl,POINT(5.437443400000004 49.849046999922635)
21021,Proxy Delhaize,POINT(4.371659659882696 50.828247090518616)
21208,Proxy Delhaize,POINT(5.119751899999985 50.442629299980716)
21209,Carrefour express,POINT(4.431042600000019 51.19945949969342)
21411,Carrefour express,POINT(5.5785329000000194 50.63771839969215)
21443,Proxy Delhaize,POINT(4.464714356992068 50.66803578114598)
21877,Proxy Delhaize,POINT(4.35744239589683 50.8271010742742)
22041,Proxy Delhaize,POINT(4.462255003306206 50.827752627132874)
22481,Carrefour express,POINT(4.3691586131893665 50.84561303255272)
22798,Carrefour express,POINT(4.3796533224563206 50.82566914050892)
203120,Proxy Delhaize,POINT(4.278546099999989 50.360134899998805)
203213,Proxy Delhaize,POINT(3.73335684831861 51.0416871732364)
234673,Carrefour express,POINT(4.376324659489823 50.87094995246301)
234691,Carrefour express,POINT(5.534437594478576 50.646924014688565)
236182,Proxy Delhaize,POINT(4.803805000710975 50.49600647524254)
236193,Proxy Delhaize,POINT(5.583894170691095 50.62498749909048)
236196,Proxy Delhaize,POINT(4.398979764939774 51.216239123651576)
236707,Lidl,POINT(2.87346570910048 51.0334591956039)
236752,Lidl,POINT(5.46492269999999 50.681289599995196)
246118,Shop & Go Delhaize,POINT(4.861660988955241 50.46807968524369)
246129,Shop & Go Delhaize,POINT(4.405809938907623 50.82159069186626)
246136,Shop & Go Delhaize,POINT(4.408434272646435 50.83804732970171)
246138,Shop & Go Delhaize,POINT(4.371808035652127 50.839129649176236)
246148,Shop & Go Delhaize,POINT(4.366280199999988 50.85390649969261)
246150,Shop & Go Delhaize,POINT(4.2749898999999925 50.84506569999518)
246161,Shop & Go Delhaize,POINT(4.712952036477147 50.881914077992704)
18760,Aldi,POINT(4.647154300000005 51.27322759999521)
18819,Aldi,POINT(5.311280675001542 51.02127963024673)
18897,Aldi,POINT(4.27695292868716 51.2201109108395)
18992,Aldi,POINT(4.418439686018001 51.32764942092058)
19036,Aldi,POINT(5.11921718137329 51.1823866784987)
19038,Aldi,POINT(4.64632033108731 51.1130006860373)
19058,Aldi,POINT(4.13424699828907 51.1600811896556)
19263,Aldi,POINT(4.63350930156856 51.352881102798)
19284,Aldi,POINT(5.28637753011151 50.94207891564112)
19392,Aldi,POINT(5.702333500000001 50.9852141999952)
19443,Aldi,POINT(3.655350766864758 51.05221578021441)
19453,Aldi,POINT(5.301771400647521 51.223837805167975)
19488,Aldi,POINT(3.6647175419557363 50.97844968614656)
19525,Aldi,POINT(5.42644140038719 51.2169687410962)
19538,Aldi,POINT(4.47524413061234 50.882369536327)
19551,Aldi,POINT(3.9776318579098313 50.9600071032356)
19605,Aldi,POINT(4.13234474053165 51.2181095923152)
19614,Aldi,POINT(3.57808455564539 51.1767825871526)
19623,Aldi,POINT(3.11763166353609 51.3081576420183)
19649,Aldi,POINT(4.506825900000013 51.26177969969356)
19815,Aldi,POINT(4.036190807444109 50.935062631905154)
19820,Aldi,POINT(4.462710684026723 51.254882364307775)
19837,Aldi,POINT(4.51175845437421 50.9085061288457)
19843,Aldi,POINT(4.1238490992621335 50.999670273956795)
19852,Aldi,POINT(4.991678580125574 51.36698263420434)
19889,Aldi,POINT(4.453140532275949 51.22455031326821)
19935,Aldi,POINT(3.2155173274047133 50.81848277572192)
19946,Aldi,POINT(5.64585396316051 50.8880154373379)
19947,Aldi,POINT(3.73061241876776 51.0273212504016)
19957,Aldi,POINT(3.68300601882983 51.068441962293)
19977,Aldi,POINT(4.36826307109123 51.1767209407916)
19998,Aldi,POINT(4.374268872064131 51.334984736107934)
20011,Aldi,POINT(5.0736403824503 51.2737051706822)
20019,Aldi,POINT(4.57069575921614 51.3033931568088)
20029,Aldi,POINT(6.201648295123692 50.431537072499275)
20031,Aldi,POINT(4.82754347994823 51.234967578496)
20054,Aldi,POINT(4.46439966867916 51.3638513790888)
20060,Aldi,POINT(4.20728212314312 51.0588322330447)
20061,Aldi,POINT(4.15440527186446 51.1504531706304)
20067,Aldi,POINT(5.296499777315535 51.03734959974821)
20068,Aldi,POINT(3.87365573572058 51.0012756503454)
20102,Aldi,POINT(4.21079315470727 51.1266045180886)
20133,Aldi,POINT(4.486075900000017 51.28884099969362)
20138,Aldi,POINT(4.586147279796986 50.96109902353652)
20162,Aldi,POINT(4.96918901321217 51.2369916699615)
20167,Aldi,POINT(4.55069869535124 51.193651046816)
20169,Aldi,POINT(4.45161419700707 51.1694394219344)
20198,Aldi,POINT(2.92002125107554 50.9126002583607)
20205,Aldi,POINT(5.07878005708912 51.3197284639321)
20215,Aldi,POINT(4.2184540836579 50.9009775109911)
20227,Aldi,POINT(3.32132265590728 50.8611860515614)
20247,Aldi,POINT(4.304007878515659 51.16163603470334)
20253,Aldi,POINT(4.341689077315509 51.149910189007606)
20307,Aldi,POINT(4.861447870078811 51.321067055720604)
20311,Aldi,POINT(5.0882587999999895 51.06298469998083)
20367,Aldi,POINT(4.69314775670337 51.2960264566612)
20369,Aldi,POINT(4.43849636982971 51.2293181614016)
20398,Aldi,POINT(6.117320907357593 50.271865622427754)
20400,Aldi,POINT(3.71947098940366 51.0655312797305)
20406,Aldi,POINT(4.46496958499627 51.2099740148794)
20413,Aldi,POINT(4.33945811660734 51.213831076313)
20444,Aldi,POINT(4.3442060126364055 50.86110804911221)
20462,Aldi,POINT(3.2119006999999966 50.83438579999519)
20502,Aldi,POINT(3.1394589409404 50.7895549186647)
20537,Aldi,POINT(3.1517853674764718 51.12977134904908)
20539,Aldi,POINT(5.577719740544889 51.04267731044511)
20634,Aldi,POINT(5.847514952174238 50.48979798577168)
20638,Aldi,POINT(4.87759009374692 51.0514094277849)
20651,Aldi,POINT(4.1491329428286 51.1673338825063)
20655,Aldi,POINT(5.257436449449049 51.12601791378892)
20673,Aldi,POINT(5.523599799999999 51.09112069969317)
20707,Aldi,POINT(4.828440176686475 50.89783780389993)
20725,Aldi,POINT(4.49542929802553 51.0165088352799)
20748,Aldi,POINT(3.87738893905544 50.8991109790842)
20833,Aldi,POINT(4.48351510560538 51.1560902757062)
20891,Aldi,POINT(5.062937699999996 51.123553399693236)
20924,Aldi,POINT(5.14356081614498 51.1746130739589)
20931,Aldi,POINT(4.88164914540468 50.4687994743859)
21003,Aldi,POINT(4.285774563023375 50.827175626459315)
21019,Aldi,POINT(4.401623395141203 50.82394411200258)
21020,Aldi,POINT(4.407812317325259 50.84311945379081)
21056,Aldi,POINT(3.57203390726651 51.116879397168)
21070,Aldi,POINT(5.657519536805347 50.665930463092494)
21115,Aldi,POINT(5.8646388212852 50.58618413171166)
21123,Aldi,POINT(4.334871042291711 50.73925988192731)
21133,Aldi,POINT(4.199936009786969 50.484232419668075)
21190,Aldi,POINT(6.08335566763414 50.6968882349599)
21242,Aldi,POINT(4.61379902737049 50.6627557065517)
21273,Aldi,POINT(3.04672411784845 50.8934217442988)
21354,Aldi,POINT(4.506391937503835 51.22378448658198)
21471,Aldi,POINT(4.441759078573595 50.42378320605344)
21570,Aldi,POINT(4.30237953708696 50.8362052945344)
21781,Aldi,POINT(3.44297766125487 50.5702017947501)
21793,Aldi,POINT(3.27702847301635 50.64368646239147)
203204,Aldi,POINT(5.6875448882337 50.92482836454456)
203301,Aldi,POINT(5.359124944932776 50.79972053098931)
234315,Aldi,POINT(4.471853615812349 51.23571158932673)
234316,Aldi,POINT(4.418651419863617 51.22639624298252)
234317,Aldi,POINT(4.371219188072111 51.18414072374628)
234318,Aldi,POINT(5.577146995666125 51.174928163065914)
234319,Aldi,POINT(3.230381637901818 51.19488772073716)
234324,Aldi,POINT(4.1160465539672675 51.035984211980995)
234331,Aldi,POINT(5.174724170500169 51.1047675843415)
234334,Aldi,POINT(5.493750266235713 50.8510896101336)
234336,Aldi,POINT(5.735041641813798 51.145924842493585)
234344,Aldi,POINT(4.598198355855767 51.24618331100816)
234345,Aldi,POINT(3.0234936737455 50.9698415474834)
234348,Aldi,POINT(5.491060147000502 50.98084792266911)
234349,Aldi,POINT(5.538204060872623 50.66831623239523)
234350,Aldi,POINT(5.853200691961304 50.69335106138872)
234352,Aldi,POINT(5.59753578280334 50.64515131725443)
234374,Aldi,POINT(4.34146699702973 50.8808643102932)
290384,Aldi,POINT(5.218579367902025 51.080624827336926)
291597,Aldi,POINT(5.195162100000004 50.81471159998077)
291649,Aldi,POINT(4.474195406082169 51.459064349371026)
296403,Aldi,POINT(4.7217287 50.8318985)
296405,Aldi,POINT(4.7608808 51.1339185)
234799,Louis Delhaize,POINT(5.218746628461948 50.52384775069964)
246133,Shop & Go Delhaize,POINT(3.95502192977093 50.44922688596348)
246175,Shop & Go Delhaize,POINT(5.3978878306884726 50.50813979078172)
246197,Shop & Go Delhaize,POINT(5.529731450922801 50.654875035595566)
246238,Shop & Go Delhaize,POINT(3.266476157329139 50.84232572628132)
296499,Shop & Go Delhaize,POINT(2.9250686275612114 51.21688458838452)
353051,Roquet ,POINT(4.905833843143222 50.44184605815834)
353097,Meubles Confort,POINT(3.6984924640028627 50.4090150768672)
18660,Proxy Delhaize,POINT(4.991150052166935 51.06777812047297)
18663,Proxy Delhaize,POINT(4.248297032457682 51.208505040307486)
18707,Proxy Delhaize,POINT(4.630219909227384 50.900860841012936)
18719,Proxy Delhaize,POINT(4.315800517154136 51.359089808570324)
18791,Spar,POINT(5.197967020255105 50.947542624949925)
18799,Proxy Delhaize,POINT(4.406823536211033 51.30718308107709)
18824,Proxy Delhaize,POINT(4.882302629465096 50.825537440650464)
18888,Proxy Delhaize,POINT(4.237484599999988 50.810269499692524)
18889,Spar,POINT(5.5533856416988225 50.83789736754933)
18895,Proxy Delhaize,POINT(3.6855898065549964 51.06645885139646)
18933,Louis Delhaize,POINT(4.55841104828511 50.9040866686476)
18951,Proxy Delhaize,POINT(3.7085599975879724 51.06780906454401)
18958,Spar,POINT(5.230246384673114 50.850860642766854)
18969,Proxy Delhaize,POINT(3.860390047640374 50.91947468526821)
18979,Carrefour express,POINT(4.389172976686471 51.19017087063377)
18986,Spar,POINT(5.270729116567594 51.230380734313385)
18989,Proxy Delhaize,POINT(3.88197058519044 51.0781804739907)
18991,Proxy Delhaize,POINT(3.2826793877315508 51.059983074888464)
19000,Carrefour express,POINT(4.6959556791505985 50.86591391800033)
19004,Carrefour express,POINT(4.1141018889722725 50.859575705803195)
19039,Louis Delhaize,POINT(3.808017265047079 50.8681299771738)
19113,Carrefour express,POINT(3.725676 51.0348156999988)
19141,Carrefour express,POINT(4.723162816261759 50.88394574296537)
19166,Proxy Delhaize,POINT(5.078411833746919 51.13226811399554)
19191,Proxy Delhaize,POINT(4.7812675620059775 50.98633418670797)
19209,Proxy Delhaize,POINT(3.37205645688873 50.7490092470457)
19252,Louis Delhaize,POINT(4.37486530000001 51.04876829998082)
19273,Proxy Delhaize,POINT(4.342824757689492 50.84853553412103)
19297,Spar,POINT(5.746204553984624 51.022770126258195)
19301,Proxy Delhaize,POINT(4.643528705522524 51.00831792391729)
19303,Proxy Delhaize,POINT(3.9741693521842913 51.049869532324266)
19330,Spar,POINT(5.413292469328885 51.13545569977675)
19333,Proxy Delhaize,POINT(4.586239866840498 50.882161266426955)
19368,Proxy Delhaize,POINT(2.8192722249989854 51.18665650730848)
19375,Proxy Delhaize,POINT(4.88538788897229 49.86372078567826)
19385,Louis Delhaize,POINT(5.528646717179293 51.00003371617912)
19387,Proxy Delhaize,POINT(4.322653408563633 51.082080604404275)
19408,Spar,POINT(5.448634300000004 50.96469469999519)
19413,Proxy Delhaize,POINT(4.649387299999992 50.8025084999952)
19435,Proxy Delhaize,POINT(5.520132810433402 51.09671695912758)
19436,Carrefour express,POINT(4.4504887130396 51.1510686823669)
19473,Louis Delhaize,POINT(4.213027372439377 51.13070502587021)
19517,Spar,POINT(5.194333629465109 50.86503427774827)
19519,Proxy Delhaize,POINT(4.6617083877315535 51.21622367896413)
19564,Louis Delhaize,POINT(3.219775460730534 51.179298239555884)
19595,Spar,POINT(5.212197725777643 50.754171301906474)
19597,Proxy Delhaize,POINT(4.255707988343249 50.715827094990075)
19660,Proxy Delhaize,POINT(4.325287000000002 50.81978099998077)
19689,Proxy Delhaize,POINT(3.634155173784248 51.19635865275498)
19709,Carrefour express,POINT(4.394066944468777 51.18259926781094)
19714,Carrefour express,POINT(4.029045444577677 50.93736626563576)
19755,Proxy Delhaize,POINT(3.929127507645762 50.921575314167285)
19768,Proxy Delhaize,POINT(4.267024201223362 50.74559107990556)
19774,Louis Delhaize,POINT(4.424425899999993 51.1760632999988)
19786,Proxy Delhaize,POINT(3.4019039331178558 50.92819746413046)
19787,Proxy Delhaize,POINT(2.9584396558370507 51.01812058985766)
19831,Proxy Delhaize,POINT(4.383822372563424 50.825608568842235)
19929,Proxy Delhaize,POINT(4.859912145997991 51.14672338031141)
19932,Spar,POINT(4.969838714120853 49.841312404516025)
19940,Proxy Delhaize,POINT(5.05398755028184 51.030046916512006)
19941,Spar,POINT(5.346895996941572 50.80206092945472)
19955,Spar,POINT(4.7894070825705715 50.891497151853656)
19959,Louis Delhaize,POINT(3.970155442047263 51.00782219521361)
19962,Spar,POINT(5.344627174851411 50.93035850587143)
19982,Proxy Delhaize,POINT(3.675205327324198 50.79876151786481)
19986,Proxy Delhaize,POINT(4.358616625864182 50.90865618858142)
20000,Proxy Delhaize,POINT(5.40299671663694 51.1961303568115)
20005,Spar,POINT(4.78039942881872 51.29367193520979)
20089,Spar,POINT(3.180659504882195 50.87502384644176)
20105,Louis Delhaize,POINT(3.795947099999988 50.83348979999519)
20111,Carrefour express,POINT(5.500098645332203 50.97083276377178)
20117,Louis Delhaize,POINT(3.652056473933194 50.99228902584247)
20129,Carrefour express,POINT(4.27547789508913 51.252362782860345)
20158,Louis Delhaize,POINT(2.9132302454141135 51.21160569843791)
20173,Proxy Delhaize,POINT(3.611821394425392 51.24974653246855)
20204,Spar,POINT(4.127992825148592 51.09662957660603)
20223,Spar,POINT(5.142824268105524 50.99947110455531)
20239,Carrefour express,POINT(4.494009696924208 50.757677419259196)
20256,Proxy Delhaize,POINT(3.5275711748514205 50.90452668016434)
20267,Spar,POINT(5.5186337349529335 51.014817721429814)
